batch,wafer_id,die_x,die_y,rc_mohm
w34,w34-02,5,2,42.4
w34,w34-02,5,3,46.3
w34,w34-02,5,4,47.1
w34,w34-02,5,5,45.2
w34,w34-02,5,6,41.2
w34,w34-02,5,7,44.0
w34,w34-02,5,8,48.6
w34,w34-02,5,9,47.8
w34,w34-02,6,0,54.7
w34,w34-02,6,1,38.9
w34,w34-02,6,2,41.5
w34,w34-02,6,3,48.9
w34,w34-02,6,4,45.0
w34,w34-02,6,5,38.4
w34,w34-02,6,6,47.4
w34,w34-02,6,7,44.0
w34,w34-02,6,8,41.5
w34,w34-02,6,9,51.9
w34,w34-02,7,0,46.0
w34,w34-02,7,1,44.1
w34,w34-02,7,2,45.4
w34,w34-02,7,3,47.5
w34,w34-02,7,4,45.7
w34,w34-02,7,5,42.3
w34,w34-02,7,6,40.7
w34,w34-02,7,7,50.3
w34,w34-02,7,8,46.2
w34,w34-02,7,9,47.9
w34,w34-02,8,0,47.4
w34,w34-02,8,1,45.7
w34,w34-02,8,2,44.2
w34,w34-02,8,3,45.4
w34,w34-02,8,4,48.5
w34,w34-02,8,5,43.4
w34,w34-02,8,6,43.8
w34,w34-02,8,7,42.2
w34,w34-02,8,8,44.6
w34,w34-02,8,9,49.2
w34,w34-02,9,0,49.2
w34,w34-02,9,1,50.7
w34,w34-02,9,2,45.6
w34,w34-02,9,3,50.8
w34,w34-02,9,4,48.4
w34,w34-02,9,5,55.2
w34,w34-02,9,6,54.5
w34,w34-02,9,7,52.1
w34,w34-02,9,8,50.9
w34,w34-02,9,9,48.2
w34,w34-03,0,0,48.4
w34,w34-03,0,1,44.0
w34,w34-03,0,2,44.2
w34,w34-03,0,3,47.1
w34,w34-03,0,4,49.2
w34,w34-03,0,5,50.4
w34,w34-03,0,6,47.8
w34,w34-03,0,7,50.0
w34,w34-03,0,8,50.2
w34,w34-03,0,9,51.3
w34,w34-03,1,0,48.8
w34,w34-03,1,1,41.5
w34,w34-03,1,2,45.0
w34,w34-03,1,3,43.5
w34,w34-03,1,4,45.4
w34,w34-03,1,5,43.5
w34,w34-03,1,6,45.4
w34,w34-03,1,7,45.3
w34,w34-03,1,8,42.6
w34,w34-03,1,9,47.7
w34,w34-03,2,0,47.3
w34,w34-03,2,1,48.0
w34,w34-03,2,2,46.6
w34,w34-03,2,3,45.8
w34,w34-03,2,4,46.7
w34,w34-03,2,5,45.4
w34,w34-03,2,6,44.0
w34,w34-03,2,7,43.7
w34,w34-03,2,8,41.7
w34,w34-03,2,9,50.2
w34,w34-03,3,0,49.4
w34,w34-03,3,1,48.5
w34,w34-03,3,2,45.6
w34,w34-03,3,3,47.7
w34,w34-03,3,4,40.6
w34,w34-03,3,5,48.9
w34,w34-03,3,6,48.8
w34,w34-03,3,7,43.9
w34,w34-03,3,8,43.4
w34,w34-03,3,9,53.4
w34,w34-03,4,0,50.7
w34,w34-03,4,1,50.1
w34,w34-03,4,2,47.2
w34,w34-03,4,3,41.4
w34,w34-03,4,4,44.3
w34,w34-03,4,5,45.5
w34,w34-03,4,6,48.1
w34,w34-03,4,7,47.6
w34,w34-03,4,8,47.5
w34,w34-03,4,9,48.2
w34,w34-03,5,0,47.9
w34,w34-03,5,1,40.4
w34,w34-03,5,2,50.2
w34,w34-03,5,3,40.8
w34,w34-03,5,4,42.2
w34,w34-03,5,5,44.8
w34,w34-03,5,6,47.3
w34,w34-03,5,7,44.9
w34,w34-03,5,8,47.1
w34,w34-03,5,9,56.4
w34,w34-03,6,0,49.3
w34,w34-03,6,1,47.0
w34,w34-03,6,2,43.6
w34,w34-03,6,3,44.3
w34,w34-03,6,4,47.2
w34,w34-03,6,5,45.7
w34,w34-03,6,6,48.3
w34,w34-03,6,7,42.2
w34,w34-03,6,8,41.2
w34,w34-03,6,9,45.6
w34,w34-03,7,0,51.6
w34,w34-03,7,1,45.6
w34,w34-03,7,2,40.7
w34,w34-03,7,3,44.3
w34,w34-03,7,4,43.7
w34,w34-03,7,5,46.1
w34,w34-03,7,6,48.2
w34,w34-03,7,7,47.7
w34,w34-03,7,8,43.2
w34,w34-03,7,9,50.1
w34,w34-03,8,0,49.6
w34,w34-03,8,1,45.0
w34,w34-03,8,2,48.9
w34,w34-03,8,3,46.8
w34,w34-03,8,4,44.4
w34,w34-03,8,5,44.5
w34,w34-03,8,6,43.8
w34,w34-03,8,7,45.7
w34,w34-03,8,8,41.9
w34,w34-03,8,9,46.1
w34,w34-03,9,0,50.3
w34,w34-03,9,1,50.6
w34,w34-03,9,2,52.0
w34,w34-03,9,3,45.5
w34,w34-03,9,4,47.9
w34,w34-03,9,5,52.5
w34,w34-03,9,6,48.7
w34,w34-03,9,7,50.6
w34,w34-03,9,8,51.8
w34,w34-03,9,9,47.5
