batch,wafer_id,die_x,die_y,rc_mohm
w31,w31-02,9,2,36.9
w31,w31-02,9,3,41.6
w31,w31-02,9,4,44.3
w31,w31-02,9,5,40.0
w31,w31-02,9,6,40.8
w31,w31-02,9,7,40.6
w31,w31-02,9,8,41.5
w31,w31-02,9,9,38.8
w31,w31-03,0,0,42.1
w31,w31-03,0,1,39.8
w31,w31-03,0,2,41.5
w31,w31-03,0,3,36.7
w31,w31-03,0,4,40.5
w31,w31-03,0,5,40.1
w31,w31-03,0,6,41.0
w31,w31-03,0,7,39.3
w31,w31-03,0,8,42.1
w31,w31-03,0,9,39.6
w31,w31-03,1,0,39.0
w31,w31-03,1,1,41.0
w31,w31-03,1,2,45.8
w31,w31-03,1,3,40.5
w31,w31-03,1,4,38.4
w31,w31-03,1,5,41.2
w31,w31-03,1,6,35.1
w31,w31-03,1,7,39.9
w31,w31-03,1,8,39.5
w31,w31-03,1,9,40.6
w31,w31-03,2,0,41.8
w31,w31-03,2,1,38.2
w31,w31-03,2,2,40.7
w31,w31-03,2,3,45.0
w31,w31-03,2,4,41.4
w31,w31-03,2,5,41.7
w31,w31-03,2,6,38.7
w31,w31-03,2,7,42.5
w31,w31-03,2,8,40.6
w31,w31-03,2,9,40.1
w31,w31-03,3,0,38.7
w31,w31-03,3,1,39.5
w31,w31-03,3,2,37.6
w31,w31-03,3,3,42.1
w31,w31-03,3,4,39.9
w31,w31-03,3,5,35.4
w31,w31-03,3,6,42.7
w31,w31-03,3,7,38.4
w31,w31-03,3,8,36.9
w31,w31-03,3,9,44.8
w31,w31-03,4,0,42.1
w31,w31-03,4,1,37.4
w31,w31-03,4,2,39.3
w31,w31-03,4,3,39.3
w31,w31-03,4,4,37.1
w31,w31-03,4,5,40.5
w31,w31-03,4,6,37.6
w31,w31-03,4,7,38.3
w31,w31-03,4,8,41.5
w31,w31-03,4,9,42.5
w31,w31-03,5,0,40.9
w31,w31-03,5,1,41.6
w31,w31-03,5,2,41.2
w31,w31-03,5,3,39.3
w31,w31-03,5,4,42.8
w31,w31-03,5,5,40.1
w31,w31-03,5,6,43.0
w31,w31-03,5,7,37.4
w31,w31-03,5,8,44.2
w31,w31-03,5,9,44.2
w31,w31-03,6,0,44.1
w31,w31-03,6,1,41.2
w31,w31-03,6,2,39.5
w31,w31-03,6,3,38.3
w31,w31-03,6,4,39.9
w31,w31-03,6,5,39.2
w31,w31-03,6,6,39.9
w31,w31-03,6,7,39.4
w31,w31-03,6,8,39.3
w31,w31-03,6,9,37.7
w31,w31-03,7,0,40.2
w31,w31-03,7,1,41.5
w31,w31-03,7,2,38.7
w31,w31-03,7,3,44.1
w31,w31-03,7,4,40.5
w31,w31-03,7,5,41.8
w31,w31-03,7,6,43.7
w31,w31-03,7,7,37.3
w31,w31-03,7,8,41.6
w31,w31-03,7,9,37.8
w31,w31-03,8,0,37.8
w31,w31-03,8,1,41.0
w31,w31-03,8,2,36.8
w31,w31-03,8,3,41.2
w31,w31-03,8,4,35.9
w31,w31-03,8,5,42.0
w31,w31-03,8,6,41.8
w31,w31-03,8,7,41.4
w31,w31-03,8,8,39.5
w31,w31-03,8,9,37.1
w31,w31-03,9,0,38.4
w31,w31-03,9,1,39.3
w31,w31-03,9,2,37.6
w31,w31-03,9,3,37.4
w31,w31-03,9,4,40.0
w31,w31-03,9,5,40.8
w31,w31-03,9,6,37.5
w31,w31-03,9,7,40.7
w31,w31-03,9,8,39.9
w31,w31-03,9,9,41.8
