batch,wafer_id,die_x,die_y,rc_mohm
w33,w33-02,2,7,43.2
w33,w33-02,2,8,38.9
w33,w33-02,2,9,40.3
w33,w33-02,3,0,39.5
w33,w33-02,3,1,40.2
w33,w33-02,3,2,40.6
w33,w33-02,3,3,39.1
w33,w33-02,3,4,32.9
w33,w33-02,3,5,40.5
w33,w33-02,3,6,40.3
w33,w33-02,3,7,35.9
w33,w33-02,3,8,40.3
w33,w33-02,3,9,39.6
w33,w33-02,4,0,41.7
w33,w33-02,4,1,40.1
w33,w33-02,4,2,42.2
w33,w33-02,4,3,37.2
w33,w33-02,4,4,38.6
w33,w33-02,4,5,39.3
w33,w33-02,4,6,42.6
w33,w33-02,4,7,39.7
w33,w33-02,4,8,37.4
w33,w33-02,4,9,36.7
w33,w33-02,5,0,37.7
w33,w33-02,5,1,39.4
w33,w33-02,5,2,38.8
w33,w33-02,5,3,42.0
w33,w33-02,5,4,42.6
w33,w33-02,5,5,38.2
w33,w33-02,5,6,39.9
w33,w33-02,5,7,43.8
w33,w33-02,5,8,40.3
w33,w33-02,5,9,36.9
w33,w33-02,6,0,38.5
w33,w33-02,6,1,41.1
w33,w33-02,6,2,39.4
w33,w33-02,6,3,40.9
w33,w33-02,6,4,39.0
w33,w33-02,6,5,39.2
w33,w33-02,6,6,41.4
w33,w33-02,6,7,36.5
w33,w33-02,6,8,38.2
w33,w33-02,6,9,39.9
w33,w33-02,7,0,38.6
w33,w33-02,7,1,40.2
w33,w33-02,7,2,40.2
w33,w33-02,7,3,40.0
w33,w33-02,7,4,39.5
w33,w33-02,7,5,39.8
w33,w33-02,7,6,40.2
w33,w33-02,7,7,40.6
w33,w33-02,7,8,39.8
w33,w33-02,7,9,41.5
w33,w33-02,8,0,39.6
w33,w33-02,8,1,34.7
w33,w33-02,8,2,44.1
w33,w33-02,8,3,36.5
w33,w33-02,8,4,43.9
w33,w33-02,8,5,42.6
w33,w33-02,8,6,42.6
w33,w33-02,8,7,37.4
w33,w33-02,8,8,42.2
w33,w33-02,8,9,39.5
w33,w33-02,9,0,39.7
w33,w33-02,9,1,41.6
w33,w33-02,9,2,39.4
w33,w33-02,9,3,38.4
w33,w33-02,9,4,43.2
w33,w33-02,9,5,40.3
w33,w33-02,9,6,41.8
w33,w33-02,9,7,40.9
w33,w33-02,9,8,38.6
w33,w33-02,9,9,37.1
w33,w33-03,0,0,40.7
w33,w33-03,0,1,39.5
w33,w33-03,0,2,40.4
w33,w33-03,0,3,37.2
w33,w33-03,0,4,39.6
w33,w33-03,0,5,42.2
w33,w33-03,0,6,41.3
w33,w33-03,0,7,41.3
w33,w33-03,0,8,37.4
w33,w33-03,0,9,42.6
w33,w33-03,1,0,42.3
w33,w33-03,1,1,37.7
w33,w33-03,1,2,38.8
w33,w33-03,1,3,38.6
w33,w33-03,1,4,39.2
w33,w33-03,1,5,34.5
w33,w33-03,1,6,40.2
w33,w33-03,1,7,42.7
w33,w33-03,1,8,39.6
w33,w33-03,1,9,38.6
w33,w33-03,2,0,39.7
w33,w33-03,2,1,38.8
w33,w33-03,2,2,39.4
w33,w33-03,2,3,39.7
w33,w33-03,2,4,39.8
w33,w33-03,2,5,39.8
w33,w33-03,2,6,38.3
w33,w33-03,2,7,38.9
w33,w33-03,2,8,35.5
w33,w33-03,2,9,38.2
w33,w33-03,3,0,42.2
w33,w33-03,3,1,37.7
w33,w33-03,3,2,42.5
w33,w33-03,3,3,37.7
w33,w33-03,3,4,40.4
w33,w33-03,3,5,36.9
w33,w33-03,3,6,39.8
w33,w33-03,3,7,40.7
w33,w33-03,3,8,40.4
w33,w33-03,3,9,38.8
w33,w33-03,4,0,41.6
w33,w33-03,4,1,41.4
w33,w33-03,4,2,38.8
w33,w33-03,4,3,39.9
w33,w33-03,4,4,40.2
w33,w33-03,4,5,38.7
w33,w33-03,4,6,42.0
w33,w33-03,4,7,39.8
w33,w33-03,4,8,44.7
w33,w33-03,4,9,41.5
w33,w33-03,5,0,39.1
w33,w33-03,5,1,43.3
w33,w33-03,5,2,37.3
w33,w33-03,5,3,39.0
w33,w33-03,5,4,41.7
w33,w33-03,5,5,41.6
w33,w33-03,5,6,40.7
w33,w33-03,5,7,39.7
w33,w33-03,5,8,38.4
w33,w33-03,5,9,42.2
w33,w33-03,6,0,40.8
w33,w33-03,6,1,40.0
w33,w33-03,6,2,39.4
w33,w33-03,6,3,41.6
w33,w33-03,6,4,38.4
w33,w33-03,6,5,40.2
w33,w33-03,6,6,39.1
w33,w33-03,6,7,39.2
w33,w33-03,6,8,43.7
w33,w33-03,6,9,38.2
w33,w33-03,7,0,39.8
w33,w33-03,7,1,37.8
w33,w33-03,7,2,39.0
w33,w33-03,7,3,36.1
w33,w33-03,7,4,37.6
w33,w33-03,7,5,41.4
w33,w33-03,7,6,39.2
w33,w33-03,7,7,38.3
w33,w33-03,7,8,38.9
w33,w33-03,7,9,36.2
w33,w33-03,8,0,44.7
w33,w33-03,8,1,42.1
w33,w33-03,8,2,39.5
w33,w33-03,8,3,40.4
w33,w33-03,8,4,38.5
w33,w33-03,8,5,38.8
w33,w33-03,8,6,38.5
w33,w33-03,8,7,40.6
w33,w33-03,8,8,39.0
w33,w33-03,8,9,40.7
w33,w33-03,9,0,45.0
w33,w33-03,9,1,39.2
w33,w33-03,9,2,40.5
w33,w33-03,9,3,43.4
w33,w33-03,9,4,37.7
w33,w33-03,9,5,41.3
w33,w33-03,9,6,37.6
w33,w33-03,9,7,43.3
w33,w33-03,9,8,38.7
w33,w33-03,9,9,41.1
